sn,ts,gx,gy,gz,ax,ay,az,mx,my,mz,dt,mbx,mby,mbz
1788,301777278901771,2.0978102684,5.1737728119,-4.9720726013,-4.4988422394,-6.6943922043,-13.8077831268,20.4600009918,-19.2600021362,-31.6199951172,0.0199617669,23.5799999237,-108.4199981689,443.2799987793
1789,301777298863571,-0.3621441126,4.6001706123,-4.9384751320,-4.4988422394,-6.6943922043,-13.8077831268,6.2399997711,-21.4799957275,-41.0400085449,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1790,301777318825371,-2.9522128105,4.3362765312,-5.2310795784,-1.1971373558,-6.5507359505,-15.2060394287,1.7999992371,-26.1600036621,-44.5200195313,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1791,301777338787171,-6.2967000008,4.4834952354,-6.5114531517,7.9298381805,-11.5140676498,-17.7415771484,1.7999992371,-26.1600036621,-44.5200195313,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1792,301777358748971,-8.8831033707,6.1151161194,-7.3306231499,8.7462854385,-13.6042690277,-19.9658584595,-1.1400012970,-32.2799987793,-48.0000000000,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1793,301777378710771,-11.2721967697,8.4700012207,-7.5462584496,8.7462854385,-13.6042690277,-19.9658584595,-2.9400005341,-49.0200042725,-60.0000000000,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1794,301777398672571,-12.7608757019,8.8591222763,-7.9781403542,9.2107753754,-15.5819406509,-19.7623443604,-1.8600006104,-56.5800018311,-70.0800170898,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1795,301777418634337,-13.5397291183,7.5194950104,-8.4900455475,9.2730264664,-15.0121030807,-18.7136516571,2.1000003815,-61.0200042725,-82.9200134277,0.0199617669,23.5799999237,-108.4199981689,443.2799987793
1796,301777438596103,-13.4028949738,5.7748641968,-8.3238897324,5.5068321228,-9.7303323746,-13.2307624817,2.1000003815,-61.0200042725,-82.9200134277,0.0199617669,23.5799999237,-108.4199981689,443.2799987793
1797,301777458557903,-12.7297210693,3.9557073116,-8.1504039764,6.3879251480,-6.7087578773,-6.6393241882,9.0599994659,-62.4599914551,-95.9400024414,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1798,301777478519736,-12.0687656403,2.8787517548,-8.0025749207,6.3879251480,-6.7087578773,-6.6393241882,21.8399982452,-56.0999908447,-113.2200012207,0.0199618321,23.5799999237,-108.4199981689,443.2799987793
1799,301777498481536,-11.3931484222,2.5415542126,-8.1577348709,7.4916858673,-5.1452965736,1.8028889894,21.8399982452,-56.0999908447,-113.2200012207,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1800,301777518443369,-10.6136837006,1.6625192165,-8.3996372223,7.4916858673,-5.1452965736,1.8028889894,30.0599994659,-41.2799987793,-119.3999938965,0.0199618321,23.5799999237,-108.4199981689,443.2799987793
1801,301777538405169,-10.3363513947,-1.0491114855,-7.6830921173,6.4190506935,-2.8851010799,3.6129605770,31.4400005341,-34.1999969482,-120.1799926758,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1802,301777558366969,-11.3931484222,-2.6880631447,-6.8425416946,4.2785692215,-1.6305011511,2.5068056583,29.2800006866,-27.5399932861,-118.3200073242,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1803,301777578328769,-12.2049875259,-2.1877646446,-6.5762042999,7.6353425980,-4.0822386742,2.2434353828,24.8399982452,-20.3999938965,-113.1000061035,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1804,301777598290535,-10.6277341843,-1.8016974926,-6.9946475029,8.7271318436,-5.1716337204,9.4741458893,19.5599994659,-13.8600006104,-105.0599975586,0.0199617669,23.5799999237,-108.4199981689,443.2799987793
1805,301777618252301,-9.1964769363,-3.8328247070,-7.8553562164,11.7630720139,-6.1604690552,9.0838785172,13.6200008392,-10.7399978638,-96.8999938965,0.0199617669,23.5799999237,-108.4199981689,443.2799987793
1806,301777638214101,-8.2166490555,-5.6525917053,-7.8315324783,12.2850236893,-12.5244512558,12.7662734985,13.6200008392,-10.7399978638,-96.8999938965,0.0199618004,23.5799999237,-108.4199981689,443.2799987793
1807,301777658209234,-5.9851589203,-4.4241418839,-8.5480775833,12.2850236893,-12.5244512558,12.7662734985,1.3799991608,-15.2999954224,-78.7799987793,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1808,301777678204367,-2.4891769886,-3.3612368107,-10.2035226822,19.9443092346,-9.8404693604,17.8349533081,1.3799991608,-15.2999954224,-78.7799987793,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1809,301777698199500,0.9212837815,-2.1248452663,-11.7600069046,19.6689682007,-10.2594671249,19.0392742157,-2.6400012970,-22.3199920654,-70.8600158691,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1810,301777718194600,4.9365010262,0.0199026018,-14.0464763641,19.6689682007,-10.2594671249,19.0392742157,-4.6800003052,-42.0000000000,-64.0200195313,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1811,301777738189700,6.9364738464,0.3173939884,-16.3341655731,17.4806003571,-7.6377367973,16.0344581604,-1.6800003052,-54.5999908447,-62.7600097656,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1812,301777758184800,7.0861358643,0.1017585397,-18.2614459991,14.6601448059,-8.6241779327,11.0016927719,5.8799991608,-67.6199951172,-61.0800170898,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1813,301777778179900,6.2443633080,-0.0705054477,-18.8344383240,0.8140534163,-11.4853363037,6.5938329697,5.8799991608,-67.6199951172,-61.0800170898,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1814,301777798175033,6.0024609566,0.1872796714,-18.1197242737,0.8140534163,-11.4853363037,6.5938329697,33.5400009155,-82.9199981689,-51.6600036621,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1815,301777818170166,6.5009269714,0.7761538029,-16.7947578430,-3.7230973244,-10.4438266754,6.5172162056,48.5399932861,-81.7200012207,-46.6799926758,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1816,301777838165299,7.1557745934,1.6087630987,-15.0660104752,-8.2243337631,-9.4047117233,4.8436179161,62.3999938965,-76.0800018311,-42.0000000000,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1817,301777858160432,7.1331725121,2.3631815910,-12.9292030334,-7.9035010338,-7.8244900703,0.5075862408,71.6399993896,-65.8800048828,-38.2200012207,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1818,301777878155565,5.5571403503,4.4749431610,-9.8278398514,-6.7925577164,-6.8188948631,-6.9697341919,71.6399993896,-65.8800048828,-38.2200012207,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1819,301777898150665,2.7105081081,5.7931900024,-7.5816888809,-2.3799092770,-8.5786867142,-12.4286804199,75.3599929810,-54.1799926758,-34.3200073242,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1820,301777918145765,0.1528152674,4.5421380997,-7.3605556488,-5.9737157822,-9.8045549393,-11.0471839905,73.6799926758,-42.9599914551,-29.7600097656,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1821,301777938140865,-1.0298198462,3.6435551643,-6.9702129364,-5.9737157822,-9.8045549393,-11.0471839905,63.2399978638,-31.0800018311,-23.5200195313,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1822,301777958135965,0.0587420277,4.5396947861,-5.7154955864,-7.8053359985,-12.2898130417,-4.4629282951,57.3599929810,-28.9799957275,-22.5000000000,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1823,301777978131098,2.1521773338,6.1499357224,-4.3196682930,1.9154198170,-10.9633846283,-1.1492519379,57.3599929810,-28.9799957275,-22.5000000000,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1824,301777998126231,3.2523453236,6.9226803780,-4.1522912979,1.9154198170,-10.9633846283,-1.1492519379,44.9399948120,-25.2599945068,-21.7200012207,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1825,301778018121364,3.0287687778,7.0234727859,-4.8908276558,5.3727526665,-12.6250114441,-5.7989335060,36.5999984741,-22.3800048828,-23.2200012207,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1826,301778038116497,2.1998245716,7.3783855438,-5.1748795509,4.3887057304,-11.9594030380,-9.6082248688,27.8999996185,-20.2799987793,-25.6199951172,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1827,301778058111597,0.9408314824,7.6850395203,-4.6666398048,2.0279507637,-7.6616792679,-11.6337814331,19.3199977875,-21.1199951172,-29.8800048828,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1828,301778078106697,-1.5380597115,7.9422140121,-4.3147816658,0.4261809289,-5.7127394676,-13.0344324112,11.6999988556,-23.6999969482,-35.2200012207,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1829,301778098101797,-3.6253862381,7.9483227730,-4.4742169380,-1.4892389774,-5.2123360634,-16.7599239349,11.6999988556,-23.6999969482,-35.2200012207,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1830,301778118096897,-5.3816242218,6.7571353912,-4.3086729050,0.1245022863,-5.9952640533,-18.8597030640,4.3199996948,-27.6600036621,-40.8600158691,0.0199951008,23.5799999237,-108.4199981689,443.2799987793
1831,301778138092030,-7.3748769760,5.9459061623,-4.2958445549,0.1245022863,-5.9952640533,-18.8597030640,-3.9600009918,-38.7599945068,-53.1600036621,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1832,301778158087163,-9.3320894241,5.8249549866,-4.6684727669,3.0957973003,-7.8484330177,-19.5875625610,-5.5200004578,-44.3999938965,-59.6400146484,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1833,301778178082296,-11.0070819855,6.1413831711,-4.9592442513,6.7374892235,-11.6912441254,-19.1087074280,-4.5599994659,-50.0999908447,-67.5000000000,0.0199951325,23.5799999237,-108.4199981689,443.2799987793
1834,301778198077429,-12.5763940811,6.3747339249,-4.9647421837,8.8205080032,-13.8700342178,-17.2124423981,-36.4799995422,-25.3800048828,-1.7999877930,0.0199951325,56.9399986267,-136.7399902344,368.7599792480
1835,301778218072562,-13.2507896423,6.4810242653,-5.1492233276,9.2658433914,-13.6856746674,-15.4382839203,-34.1399993896,-26.4600067139,-11.8199768066,0.0199951325,56.9399986267,-136.7399902344,368.7599792480
1836,301778238067662,-12.9942264557,6.4584226608,-6.0612449646,9.6273794174,-10.8436708450,-14.1573467255,-29.8199996948,-25.8600006104,-21.7200012207,0.0199951008,56.9399986267,-136.7399902344,368.7599792480
1837,301778258062762,-12.3406000137,5.7944116592,-7.1265940666,9.3927402496,-7.7335076332,-10.8197278976,-30.4799995422,-15.4199981689,-33.1799926758,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1838,301778278057862,-11.7474498749,4.6490397453,-7.7747220993,7.5012631416,-8.6169948578,-2.3487834930,-30.4799995422,-15.4199981689,-33.1799926758,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1839,301778298052962,-11.3235092163,4.1133108139,-7.9946336746,7.5012631416,-8.6169948578,-2.3487834930,-20.4599990845,-5.8800048828,-43.6799926758,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1840,301778318048095,-10.8427581787,3.5000019073,-7.6165080070,-0.1652049571,-5.3990898132,2.3679378033,-20.4599990845,-5.8800048828,-43.6799926758,0.0199951325,63.7799987793,-144.1799926758,372.2999877930
1841,301778338043228,-10.4102659225,1.7510946989,-6.4253206253,0.9840469360,-4.1325182915,3.6656346321,-16.9799995422,0.4799957275,-45.1799926758,0.0199951325,63.7799987793,-144.1799926758,372.2999877930
1842,301778358038361,-10.0125932693,0.0907629654,-6.2982606888,8.3608074188,-3.3998701572,6.0814580917,-14.6399993896,7.4400024414,-44.8200073242,0.0199951325,63.7799987793,-144.1799926758,372.2999877930
1843,301778378033494,-9.7535858154,-0.6074560285,-7.6525492668,8.3608074188,-3.3998701572,6.0814580917,-17.1599998474,19.0199966431,-39.6000061035,0.0199951325,63.7799987793,-144.1799926758,372.2999877930
1844,301778398028594,-8.9136457443,-1.7882584333,-8.8302974701,10.4941062927,-4.5802478790,8.8971252441,-21.2999992371,22.0199966431,-33.7799987793,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1845,301778418023694,-8.6271505356,-3.7943398952,-9.0483760834,6.5243988037,-7.7526617050,6.6201696396,-21.2999992371,22.0199966431,-33.7799987793,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1846,301778438018794,-8.3950223923,-5.0661611557,-8.0789327621,6.3615880013,-5.4781007767,10.8221225739,-27.0000000000,22.6199951172,-26.6399841309,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1847,301778458013894,-7.2856907845,-5.5383601189,-6.5187830925,11.0759153366,-7.1181788445,12.5340290070,-33.4799995422,20.4599990845,-18.6600036621,0.0199951008,63.7799987793,-144.1799926758,372.2999877930
1848,301778478008994,-4.2753467560,-3.6868278980,-6.8443741798,19.5277061462,-8.8875484467,18.0288887024,-41.8799972534,19.9200057983,-11.3399963379,0.0199951008,66.8399963379,-147.7200012207,373.5000000000
1849,301778498004127,-0.1648346633,-1.6795244217,-8.6494808197,21.0408878326,-7.4749259949,19.5420703888,-45.9599952698,15.6000061035,-3.5400085449,0.0199951325,67.6199951172,-148.0200042725,373.6799926758
1850,301778517999260,3.4649264812,0.1500169039,-10.8394327164,21.0408878326,-7.4749259949,19.5420703888,-47.8199958801,1.4400024414,5.1600036621,0.0199951325,67.6199951172,-148.0200042725,373.6799926758
1851,301778537994393,5.7984313965,0.7138454914,-13.6787347794,21.4742507935,-8.6361494064,16.3289546967,-46.6199951172,-8.9399871826,5.5799865723,0.0199951325,67.6199951172,-148.0200042725,373.6799926758
1852,301778557989526,6.3964686394,-0.0424056575,-15.1167116165,13.3432931900,-8.0399751663,9.3831624985,-43.2600021362,-20.8199920654,5.8800048828,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1853,301778577984626,6.1930508614,-0.9721425176,-15.0867786407,5.7797794342,-6.6058039665,6.5483417511,-35.4599990845,-32.4599914551,8.4600219727,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1854,301778597979726,6.4923748970,-0.3704402745,-14.8980216980,2.5499026775,-4.5850362778,8.6840343475,-24.9599990845,-40.4399871826,13.5599975586,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1855,301778617974826,6.9883975983,0.7798189521,-15.7959938049,2.1620302200,-6.0503325462,9.5363969803,-12.5999984741,-43.9799957275,19.0200195313,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1856,301778637969926,7.8888125420,0.4847710431,-17.0494880676,-5.8132991791,-10.4438266754,2.6935591698,-12.5999984741,-43.9799957275,19.0200195313,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1857,301778657965059,8.4392023087,0.3937521279,-16.6041679382,-5.8132991791,-10.4438266754,2.6935591698,13.5599975586,-36.2399902344,29.8800048828,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1858,301778677960192,8.3188629150,1.9129741192,-13.5938243866,-10.6186084747,-11.5068845749,0.5746259689,24.3600006104,-24.8399963379,34.4400024414,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1859,301778697955325,5.8057622910,5.1267366409,-9.5254621506,-10.6210031509,-8.1596889496,-4.2857518196,28.0800018311,-10.7999877930,38.7600097656,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1860,301778717950458,2.7905313969,7.2733163834,-7.3410077095,-6.0982179642,-6.7542490959,-10.5970602036,24.9599990845,-0.4199981689,42.4800109863,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1861,301778737945558,1.4606777430,5.9416303635,-7.4411897659,-5.3009243011,-8.4853096008,-12.1126365662,24.9599990845,-0.4199981689,42.4800109863,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1862,301778757940658,0.8357626200,1.8439462185,-8.2921257019,-5.3009243011,-8.4853096008,-12.1126365662,11.7600021362,10.6800079346,46.6199951172,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1863,301778777935758,2.5431308746,2.3613488674,-7.0771141052,-7.5706968307,-9.2586603165,-5.3871183395,7.1999969482,13.7400054932,47.1600036621,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1864,301778797930858,2.2413635254,4.8402404785,-5.3288178444,-3.5171897411,-11.5595588684,-1.6328954697,2.3399963379,16.9199981689,46.9200134277,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1865,301778817925958,0.6072990298,5.9923319817,-5.4479365349,3.1269228458,-12.2682638168,-5.3895125389,-3.8400039673,19.3200073242,46.2000122070,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1866,301778837921091,0.1124981642,7.3038601875,-5.4039540291,3.9577362537,-10.2067937851,-7.4007034302,-11.8199996948,19.8000030518,44.3999938965,0.0199951325,68.4599990845,-148.0800018311,373.9199829102
1867,301778857916191,-0.7665368915,8.2079401016,-5.4002890587,4.7454528809,-7.9944834709,-12.0096826553,-11.8199996948,19.8000030518,44.3999938965,0.0199951008,68.4599990845,-148.0800018311,373.9199829102
1868,301778877911324,-2.1165490150,8.6838035583,-5.9445695877,4.7454528809,-7.9944834709,-12.0096826553,-29.5799980164,14.1000061035,38.4599914551,0.0199951325,68.2799987793,-148.0800018311,373.0199890137
1869,301778897906457,-3.8178088665,8.6941881180,-6.7765684128,4.7215099335,-8.4757328033,-14.7056360245,-37.3199958801,8.1000061035,33.2399902344,0.0199951325,68.1599960327,-148.0200042725,373.0799865723
1870,301778917901557,-5.7194323540,8.6172199249,-6.9366149902,1.6161354780,-9.4214715958,-18.9051933289,-43.0799942017,0.0000000000,26.2200012207,0.0199951008,67.9799957275,-147.9599914551,373.1999816895
1871,301778937896657,-8.7713146210,8.2684154510,-5.9311308861,-3.0143918991,-8.3344707489,-27.1223449707,-43.0799942017,0.0000000000,26.2200012207,0.0199951008,67.9799957275,-147.9599914551,373.1999816895
1872,301778957891757,-11.4206371307,8.0558347702,-5.2927765846,-3.0143918991,-8.3344707489,-27.1223449707,-46.6799964905,-15.6000061035,8.1000061035,0.0199951008,67.9799957275,-147.9599914551,373.1999816895
1873,301778977886857,-13.5666065216,8.1285276413,-6.0099325180,10.2810163498,-12.2491102219,-19.8844528198,-46.6799964905,-15.6000061035,8.1000061035,0.0199951008,67.9799957275,-147.9599914551,373.1999816895
1874,301778997881990,-14.1609792709,7.8799057007,-6.9268412590,11.9091224670,-16.2523365021,-13.4725847244,-44.8799972534,-20.6399993896,-4.4400024414,0.0199951325,67.9799957275,-147.9599914551,373.1999816895
1875,301779017877123,-13.3864021301,6.8646478653,-7.8309216499,11.9091224670,-16.2523365021,-13.4725847244,-34.8000030518,-20.9400024414,-29.2200012207,0.0199951325,67.8600006104,-147.8999938965,373.3800048828
1876,301779037872256,-12.4346733093,4.6154417992,-8.3831443787,10.2283420563,-13.7718687057,-8.3153162003,-27.1199951172,-16.5599975586,-38.4600219727,0.0199951325,67.7999954224,-147.8399963379,373.4400024414
1877,301779057900722,-11.6784219742,4.1401886940,-8.8907728195,7.4916858673,-8.5547437668,-5.5786604881,-20.3399963379,-10.4400024414,-44.5200195313,0.0200284664,67.7999954224,-147.7200012207,373.5000000000
1878,301779077929188,-10.6008558273,4.0076313019,-9.1070184708,3.2011454105,-6.4166564941,0.1197137386,-20.3399963379,-10.4400024414,-44.5200195313,0.0200284664,67.7999954224,-147.7200012207,373.5000000000
1879,301779097957621,-9.9741077423,2.4413723946,-8.0306749344,3.2011454105,-6.4166564941,0.1197137386,-11.2800025940,2.8800048828,-49.4400024414,0.0200284328,67.8600006104,-147.7200012207,373.4400024414
1880,301779117986054,-9.9356231689,0.6924652457,-7.0276341438,1.7430320978,-5.6672482491,3.6345090866,-11.2800025940,2.8800048828,-49.4400024414,0.0200284328,67.8600006104,-147.7200012207,373.4400024414
1881,301779138014487,-10.0455799103,-0.8059872389,-7.1070461273,1.7430320978,-5.6672482491,3.6345090866,-12.0600013733,18.0599975586,-46.5599975586,0.0200284328,67.8600006104,-147.7200012207,373.4400024414
1882,301779158042920,-9.9728860855,-2.4754819870,-7.9023928642,3.2969164848,-4.7789726257,5.6648540497,-15.7200012207,24.6600036621,-41.4600219727,0.0200284328,67.9199981689,-147.7200012207,373.3800048828
1883,301779178071353,-9.1109552383,-2.6159811020,-9.8467769623,9.8237094879,-4.8244638443,7.0391678810,-21.5399971008,29.2799987793,-34.9200134277,0.0200284328,67.9799957275,-147.7799987793,373.3800048828
1884,301779198099786,-8.0498828888,-4.5176043510,-10.6134128571,6.2849712372,-6.3998966217,12.8692274094,-21.5399971008,29.2799987793,-34.9200134277,0.0200284328,67.9799957275,-147.7799987793,373.3800048828
1885,301779218128252,-7.8562388420,-6.5444550514,-8.0435028076,6.2849712372,-6.3998966217,12.8692274094,-36.2999954224,26.5800018311,-18.7799987793,0.0200284664,67.9799957275,-147.8399963379,373.4400024414
1886,301779238156718,-5.7640252113,-5.1889452934,-6.6012496948,6.8691744804,-6.3089141846,13.1086549759,-42.7799987793,22.3199996948,-8.5800170898,0.0200284664,67.9799957275,-148.1399993896,373.5000000000
1887,301779258185151,-0.8306777477,-2.7943537235,-8.5633487701,18.8573093414,-3.7877428532,18.4263381958,-46.7999954224,16.5000000000,-0.9600219727,0.0200284328,67.9799957275,-148.1399993896,373.5000000000
1888,301779278213584,2.2914545536,-1.8994358778,-10.8174419403,19.5085506439,-5.7869620323,17.6146793365,-48.8399963379,8.9400024414,3.4799804688,0.0200284328,67.9799957275,-148.1399993896,373.5000000000
1889,301779298242017,5.1765708923,-1.1639542580,-14.1680374146,22.7815246582,-9.6465330124,17.9163589478,-49.1999969482,-0.1799926758,5.7599792480,0.0200284328,67.9799957275,-148.1399993896,373.5000000000
1890,301779318270450,6.8637809753,-0.6758729815,-16.7348937988,18.3042316437,-7.6616792679,15.1988563538,-46.6199989319,-12.1199951172,7.5000000000,0.0200284328,67.9199981689,-148.0800018311,373.5000000000
1891,301779338298883,6.7599334717,-1.5213103294,-17.7135009766,9.4047117233,-7.8987126350,7.9418096542,-40.3800010681,-25.9199981689,10.6799926758,0.0200284328,67.8600006104,-147.9599914551,373.5000000000
1892,301779358327316,6.4428944588,-2.1352300644,-16.9364795685,2.0925962925,-7.7670273781,5.3344440460,-28.0799980164,-36.8400115967,15.5399780273,0.0200284328,67.7999954224,-147.9599914551,373.5000000000
1893,301779378355782,7.0592579842,-0.8884540796,-15.3622798920,-1.8866885900,-3.9361877441,7.6042165756,-13.1399955750,-42.4799957275,20.8800048828,0.0200284664,67.7999954224,-148.0200042725,373.5000000000
1894,301779398384248,7.3836269379,1.0492105484,-13.8968133926,-4.5060253143,-2.2218871117,6.9769167900,-0.0599975586,-42.5999908447,25.7999877930,0.0200284664,67.7999954224,-148.0800018311,373.5000000000
1895,301779418412714,7.9150800705,1.1768814325,-13.4814252853,-4.4653224945,-7.3767604828,1.1612232924,-0.0599975586,-42.5999908447,25.7999877930,0.0200284664,67.7999954224,-148.0800018311,373.5000000000
1896,301779438441114,8.4728002548,2.2092435360,-12.6799697876,-4.4653224945,-7.3767604828,1.1612232924,11.3400039673,-36.8399963379,31.7399902344,0.0200283993,67.7399978638,-148.0200042725,373.5000000000
1897,301779458469580,7.7012767792,3.8518602848,-11.0556793213,-5.3272614479,-8.8995199203,-8.2099685669,11.3400039673,-36.8399963379,31.7399902344,0.0200284664,67.7399978638,-148.0200042725,373.5000000000
1898,301779478498013,5.6603765488,5.6581888199,-9.1302318573,-5.3272614479,-8.8995199203,-8.2099685669,22.4399948120,-4.3799896240,43.5000000000,0.0200284328,67.6800003052,-148.0200042725,373.5000000000
1899,301779498526446,3.4520983696,6.5085134506,-8.2988443375,-0.0670396984,-8.9138851166,-12.2538986206,17.8799972534,4.8000030518,46.0799865723,0.0200284328,67.6800003052,-148.0200042725,373.5000000000
1900,301779518554879,2.6433126926,5.8445029259,-8.2298164368,0.0215484723,-11.0759153366,-10.8891620636,10.3799972534,11.5200042725,47.3999938965,0.0200284328,67.6800003052,-148.0200042725,373.5000000000
1901,301779538583312,2.4521119595,4.1407995224,-8.8645057678,-2.9641122818,-11.0830984116,-9.7494869232,1.7999954224,15.3000030518,47.1600036621,0.0200284328,67.6800003052,-148.0200042725,373.5000000000
1902,301779558611778,2.6518650055,3.8585796356,-7.3917098045,-4.1540665627,-12.6561365128,-7.5850625038,-5.7000007629,17.2800140381,45.8999938965,0.0200284664,67.6800003052,-148.0200042725,373.5000000000
1903,301779578640244,2.0098454952,5.3790235519,-5.7246584892,-1.6209239960,-8.5786867142,-6.4813017845,-12.5399971008,18.8399963379,43.5599975586,0.0200284664,67.5599975586,-148.1399993896,373.5000000000
1904,301779598668677,-0.4525521994,6.3796205521,-5.0594263077,2.5906052589,-7.2043728828,-10.4725580215,-12.5399971008,18.8399963379,43.5599975586,0.0200284328,67.5599975586,-148.1399993896,373.5000000000
1905,301779618697110,-1.7158215046,6.5958671570,-5.1034083366,2.5906052589,-7.2043728828,-10.4725580215,-27.5399971008,16.6199951172,38.6399841309,0.0200284328,67.5599975586,-148.1999969482,373.4400024414
1906,301779638725543,-2.7524600029,6.6135821342,-5.2927765846,1.7502149343,-6.5124273300,-13.4294872284,-27.5399971008,16.6199951172,38.6399841309,0.0200284328,67.5599975586,-148.1999969482,373.4400024414
1907,301779658720643,-3.8709540367,6.3362498283,-5.1803774834,1.7502149343,-6.5124273300,-13.4294872284,-40.2000007629,5.0399932861,30.3000183105,0.0199951008,67.6800003052,-148.2599945068,373.2599792480
1908,301779678715743,-5.5850419998,6.2562260628,-5.3581390381,2.0662591457,-7.4845032692,-19.2044773102,-40.2000007629,5.0399932861,30.3000183105,0.0199951008,67.6800003052,-148.2599945068,373.2599792480
1909,301779698710843,-7.7633876801,5.6624650955,-5.5401773453,2.0662591457,-7.4845032692,-19.2044773102,-45.6599960327,-7.4400024414,18.9600219727,0.0199951008,67.7399978638,-148.3799896240,373.1999816895
1910,301779718705976,-9.7480888367,4.8677296638,-5.7130522728,1.4700847864,-11.6577243805,-16.6952781677,-45.6599960327,-7.4400024414,18.9600219727,0.0199951325,67.7399978638,-148.3799896240,373.1999816895
1911,301779738701109,-11.0907697678,5.0283865929,-4.7289481163,1.4700847864,-11.6577243805,-16.6952781677,-45.2999992371,-20.0400085449,3.0000000000,0.0199951325,67.7399978638,-148.3799896240,373.1999816895
1912,301779758696242,-11.5794620514,5.9648432732,-3.4400222301,3.1891739368,-8.4541845322,-14.4925451279,-42.7799987793,-24.0000000000,-6.9599914551,0.0199951325,67.6800003052,-148.3799896240,373.1999816895
1913,301779778691375,-11.5990104675,7.1853523254,-2.5389962196,5.1692395210,-7.2187385559,-12.7231760025,-38.6399993896,-24.6600036621,-17.6399841309,0.0199951325,67.6800003052,-148.3799896240,373.1999816895
1914,301779798686508,-11.3161792755,6.8640370369,-2.9128456116,7.3767604828,-8.1572942734,-9.7016019821,-34.1999969482,-21.5399932861,-28.9199829102,0.0199951325,67.7399978638,-148.4400024414,373.1399841309
1915,301779818681608,-10.2282276154,6.0045495033,-4.1608433723,7.7143535614,-5.7414708138,-4.8412237167,-28.9199981689,-16.0800018311,-37.9800109863,0.0199951008,67.7399978638,-148.5599975586,372.9599914551
1916,301779838676708,-8.3736410141,5.0228891373,-5.3630261421,9.1604957581,-2.3439950943,-0.4597007632,-23.1599998474,-9.8399963379,-43.1400146484,0.0199951008,67.7399978638,-148.6199951172,372.8399963379
1917,301779858671808,-6.7817268372,3.7877192497,-5.5053577423,7.3216924667,-0.2753416002,1.5227587223,-18.5999946594,-4.3200073242,-47.0400085449,0.0199951008,67.7999954224,-148.6799926758,372.6000061035
